FileName :   BLA2013_01G(A)_points.qtiDat 
Signal(s) Used :  Fe Ka, Si Ka, Cr Ka, Mg Ka, Ti Ka, Al Ka, Mn Ka, Ni Ka, Ca Ka 
Spectromers Conditions :   Sp5 LIF,  Sp1 LTAP,  Sp3 LLIF,  Sp4 TAP,  Sp2 PET,  Sp4 TAP,  Sp5 LIF,  Sp3 LLIF,  Sp2 PET 
Full Spectromers Conditions :   Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp1 LTAP(2d= 25.745,K= 0.00218),  Sp3 LLIF(2d= 4.0267,K= 0.000058),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp2 PET(2d= 8.75,K= 0.000144),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp3 LLIF(2d= 4.0267,K= 0.000058),  Sp2 PET(2d= 8.75,K= 0.000144) 
Column Conditions :  Cond 1 : 15keV 20nA , Cond 2 : 15keV 60nA  
 	Cond 1 : Fe Ka, Si Ka, Cr Ka, Mg Ka, Ti Ka 
 	Cond 2 : Al Ka, Mn Ka, Ni Ka, Ca Ka 
Date :  1-Nov-2013 
User Name :  sx 
Setup Name :  lucy_ol_31oct2013.qtiSet 
DataSet Comment :  BLA2013_01G(A)_ol14 
Comment :   
Analysis Date :  01/11/2013 10:07:04 
Project Name :  Lucy Tweed 
Sample Name :  31 October 2013 
Pha Parameters :  	 
 		Bias	Gain	Dtime	Blin	Wind	Mode	 
  Sp5(Fe Ka)	1819	359	3	1007	399	Inte	 
  Sp1(Si Ka)	1301	2683	3	2008	2194	Inte	 
  Sp3(Cr Ka)	1815	350	3	560	816	Inte	 
  Sp4(Mg Ka)	1306	2697	3	2074	2433	Inte	 
  Sp2(Ti Ka)	1298	891	3	890	2548	Inte	 
  Sp4(Al Ka)	1306	2697	3	2074	2433	Inte	 
  Sp5(Mn Ka)	1819	359	3	1007	399	Inte	 
  Sp3(Ni Ka)	1819	362	3	560	816	Inte	 
  Sp2(Ca Ka)	1298	891	3	890	2548	Inte 
Peak Position :   Sp5 48089 (-250, 300),  Sp1 27741 (-500, 300),  Sp3 56853 (-250, 300),  Sp4 38519 (-500, 500),  Sp2 31432 (-350, 250),  Sp4 32472 (-500, 500),  Sp5 52207 (200, 1.0221),  Sp3 41160 (-250, 300),  Sp2 38386 (-300, 250) 
Current Sample Position :   X = 22675 Y = 801 Z = -110 
Standard Name :   
 Fe On Fayalite 
 Si, Ca On Diopside 
 Cr On Cr 
 Mg On Olivine (St. Johns) 
 Ti On Rutile 
 Al On Cor 
 Mn On Mn 
 Ni On NiO 
Standard composition :   
 Fayalite = O  : 31.405%, Si : 13.783%, Fe : 54.812% 
 Diopside = O  : 44.5%, Mg : 11.2%, Si : 25.9%, Ca : 18.4% 
 Cr = Cr : 100.% 
 Olivine (St. Johns) = O  : 43.4%, Mg : 29.7%, Si : 19.1%, Mn : 0.1%, Fe : 7.4%, Ni : 0.3% 
 Rutile = Ti : 59.95%, O  : 40.05% 
 Cor = O  : 47.1%, Al : 52.9% 
 Mn = Mn : 100.% 
 NiO = Ni : 78.5839%, O  : 21.4161% 
Calibration file name :   
 Fe : Fayalite_Fe257.calDat 
 Si : Diopside_Si_Si_Ca001.calDat 
 Cr : Cr_Cr_Cr003.calDat 
 Mg : Olivine (St. Johns)_Mg_Mg016.calDat 
 Ti : Rutile_Ti_Ti030.calDat 
 Al : Cor_Al_Al017.calDat 
 Mn : Mn_Mn265.calDat 
 Ni : NiO_Ni065.calDat 
 Ca : Diopside_Si_Si_Ca_Ca020.calDat 
Beam Size :  1, 1 µm 

DataSet/Point	FeO	SiO2	Cr2O3	MgO	TiO2	Al2O3	MnO	NiO	CaO	Total	X	Y	Z	Comment	Point#	Date	
1 / 1 . 	11.8753	40.6995	0.0558	46.6273	0.0090	0.0656	0.1592	0.3092	0.3260	100.1268	18652.	7618.	-62.	BLA2013_01G(A)_ol1	 1	31/10/2013 22:03:09	
2 / 1 . 	11.6711	40.6335	0.0849	46.5972	0.0046	0.0726	0.1688	0.3005	0.3178	99.8510	18768.	7665.	-63.	BLA2013_01G(A)_ol1	 2	31/10/2013 22:09:53	
3 / 1 . 	11.7477	40.6320	0.0735	46.7158	0.0004	0.0614	0.1672	0.3083	0.3266	100.0330	18715.	7605.	-63.	BLA2013_01G(A)_ol1	 3	31/10/2013 22:16:36	
4 / 1 . 	11.9798	40.6118	0.0836	46.3830	0.0000	0.0649	0.1657	0.3176	0.3038	99.9101	20710.	3996.	-87.	BLA2013_01G(A)_ol2	 4	31/10/2013 22:23:22	
5 / 1 . 	11.7566	40.6717	0.0795	46.3858	0.0000	0.0622	0.1751	0.3159	0.3101	99.7569	20833.	3968.	-87.	BLA2013_01G(A)_ol2	 5	31/10/2013 22:30:06	
6 / 1 . 	11.8541	40.5751	0.0848	46.5528	0.0115	0.0650	0.1864	0.3123	0.3111	99.9530	20737.	3909.	-88.	BLA2013_01G(A)_ol2	 6	31/10/2013 22:36:51	
7 / 1 . 	12.0039	40.6136	0.0738	46.5527	0.0014	0.1007	0.1780	0.3318	0.2933	100.1492	18177.	4213.	-91.	BLA2013_01G(A)_ol3	 7	31/10/2013 22:43:37	
8 / 1 . 	11.9639	40.5710	0.0617	46.3235	0.0164	0.0952	0.1869	0.3364	0.2902	99.8452	18010.	3990.	-91.	BLA2013_01G(A)_ol3	 8	31/10/2013 22:50:23	
9 / 1 . 	11.3412	40.5370	0.0316	47.1109	0.0006	0.0547	0.1659	0.2473	0.3036	99.7928	15202.	4157.	-99.	BLA2013_01G(A)_ol4	 9	31/10/2013 22:57:06	
10 / 1 . 	11.1534	40.5620	0.0253	47.0737	0.0016	0.0549	0.1534	0.2448	0.2944	99.5635	15321.	4148.	-100.	BLA2013_01G(A)_ol4	 10	31/10/2013 23:03:52	
11 / 1 . 	11.3384	40.6758	0.0101	47.3377	0.0000	0.0505	0.1680	0.2697	0.3062	100.1563	15282.	3936.	-100.	BLA2013_01G(A)_ol4	 11	31/10/2013 23:10:38	
12 / 1 . 	13.3497	40.3050	0.0000	45.4507	0.0142	0.0751	0.2084	0.1698	0.2941	99.8670	12454.	4324.	-105.	BLA2013_01G(A)_ol5	 12	31/10/2013 23:17:20	
13 / 1 . 	13.3690	40.3125	0.0065	45.3802	0.0000	0.0731	0.2032	0.1600	0.2961	99.8006	12558.	4311.	-105.	BLA2013_01G(A)_ol5	 13	31/10/2013 23:24:04	
14 / 1 . 	13.6046	40.2172	0.0020	45.2721	0.0000	0.0750	0.2101	0.1586	0.2940	99.8336	12530.	4229.	-106.	BLA2013_01G(A)_ol5	 14	31/10/2013 23:30:48	
15 / 1 . 	15.4137	39.9844	0.0564	44.1081	0.0000	0.0429	0.2535	0.1805	0.1991	100.2385	9196.	4520.	-111.	BLA2013_01G(A)_ol6	 15	31/10/2013 23:37:31	
16 / 1 . 	15.7393	39.8381	0.0465	43.8006	0.0146	0.0436	0.2337	0.1859	0.1933	100.0956	9419.	4585.	-111.	BLA2013_01G(A)_ol6	 16	31/10/2013 23:44:19	
17 / 1 . 	15.5170	39.9238	0.0249	43.8810	0.0132	0.0429	0.2298	0.1959	0.1973	100.0257	9432.	4386.	-111.	BLA2013_01G(A)_ol6	 17	31/10/2013 23:51:01	
18 / 1 . 	19.2686	39.1043	0.0472	40.4588	0.0163	0.0579	0.2892	0.1643	0.3290	99.7356	5670.	4978.	-117.	BLA2013_01G(A)_ol7	 18	31/10/2013 23:57:45	
