FileName :   BLA2013_01G(B)_pts.qtiDat 
Signal(s) Used :  Mg Ka, Si Ka, P  Ka, Fe Ka, Ti Ka, Cr Ka, Al Ka, Ca Ka, Mn Ka, Ni Ka 
Spectromers Conditions :   Sp4 TAP,  Sp1 LTAP,  Sp3 LPET,  Sp5 LIF,  Sp2 PET,  Sp5 LIF,  Sp4 TAP,  Sp3 LPET,  Sp5 LIF,  Sp5 LIF 
Full Spectromers Conditions :   Sp4 TAP(2d= 25.745,K= 0.00218),  Sp1 LTAP(2d= 25.745,K= 0.00218),  Sp3 LPET(2d= 8.75,K= 0.000144),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp2 PET(2d= 8.75,K= 0.000144),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp3 LPET(2d= 8.75,K= 0.000144),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp5 LIF(2d= 4.0267,K= 0.000058) 
Column Conditions :  Cond 1 : 15keV 20nA , Cond 2 : 15keV 60nA  
 	Cond 1 : Mg Ka, Si Ka, P  Ka, Fe Ka, Ti Ka, Cr Ka 
 	Cond 2 : Al Ka, Ca Ka, Mn Ka, Ni Ka 
Date :  11-Nov-2013 
User Name :  sx 
Setup Name :  lucy_ol_8nov2013.qtiSet 
DataSet Comment :  BLA2013_01G(B)_ol1 
Comment :   
Analysis Date :  09/11/2013 19:09:29 
Project Name :  Lucy Tweed 
Sample Name :  8 Nov 2013 
Pha Parameters :  	 
 		Bias	Gain	Dtime	Blin	Wind	Mode	 
  Sp4(Mg Ka)	1310	2759	3	2074	2433	Inte	 
  Sp1(Si Ka)	1296	2612	3	2008	2194	Inte	 
  Sp3(P  Ka)	1827	815	3	560	791	Inte	 
  Sp5(Fe Ka)	1820	361	3	1007	399	Inte	 
  Sp2(Ti Ka)	1302	897	3	890	2548	Inte	 
  Sp5(Cr Ka)	1819	359	3	1007	399	Inte	 
  Sp4(Al Ka)	1310	2759	3	2074	2433	Inte	 
  Sp3(Ca Ka)	1827	815	3	560	791	Inte	 
  Sp5(Mn Ka)	1820	361	3	1007	399	Inte	 
  Sp5(Ni Ka)	1820	361	3	1007	399	Inte 
Peak Position :   Sp4 38514 (-500, 500),  Sp1 27742 (-500, 300),  Sp3 70305 (-700, 600),  Sp5 48082 (-250, 300),  Sp2 31427 (-350, 250),  Sp5 56882 (-250, 300),  Sp4 32471 (-500, 500),  Sp3 38386 (-300, 250),  Sp5 52202 (200, 1.0221),  Sp5 41163 (-250, 300) 
Current Sample Position :   X = -13276 Y = 7118 Z = 16 
Standard Name :   
 Mg On Olivine (St. Johns) 
 Si, Ca On Diopside 
 P  On Apatite 
 Fe On Fayalite 
 Ti On Rutile 
 Cr On Cr 
 Al On Cor 
 Mn On Mn 
 Ni On NiO 
Standard composition :   
 Olivine (St. Johns) = O  : 43.4%, Mg : 29.7%, Si : 19.1%, Mn : 0.1%, Fe : 7.4%, Ni : 0.3% 
 Diopside = O  : 44.5%, Mg : 11.2%, Si : 25.9%, Ca : 18.4% 
 Apatite = O  : 38.1%, F  : 3.4%, P  : 18.4%, Cl : 0.4%, Ca : 39.7% 
 Fayalite = O  : 31.405%, Si : 13.783%, Fe : 54.812% 
 Rutile = Ti : 59.95%, O  : 40.05% 
 Cr = Cr : 100.% 
 Cor = O  : 47.1%, Al : 52.9% 
 Mn = Mn : 100.% 
 NiO = Ni : 78.5839%, O  : 21.4161% 
Calibration file name :   
 Mg : Olivine (St. Johns)_Mg_Mg018.calDat 
 Si, Ca : Diopside_Si_Si_Ca_Ca021.calDat 
 P  : Apatite_P_P009.calDat 
 Fe : Fayalite_Fe258.calDat 
 Ti : Rutile_Ti_Ti031.calDat 
 Cr : Cr_Cr_Cr004.calDat 
 Al : Cor_Al_Al019.calDat 
 Mn : Mn_Mn266.calDat 
 Ni : NiO_Ni066.calDat 
Beam Size :  1, 1 µm 

DataSet/Point	Mg	Si	P	Fe	Ti	Cr	Al	Ca	Mn	Ni	O	Total	X	Y	Z	Comment	Distance (µ)	Point#	Date	
1 / 1 . 	26.9389	18.8093	0.0030	11.6217	0.0150	0.0442	0.0330	0.2216	0.1559	0.2227	42.7525	100.8177	-13276.	7118.	16.	BLA2013_01G(B)_ol1	0.	 1	09/11/2013 19:09:29	
2 / 1 . 	26.6097	18.7908	0.0033	11.7912	0.0098	0.0400	0.0366	0.2159	0.1436	0.2143	42.5534	100.4089	-13276.	6978.	16.	BLA2013_01G(B)_ol1	140.	 2	09/11/2013 19:17:55	
3 / 1 . 	26.7293	18.7868	0.0049	11.5167	0.0054	0.0658	0.0346	0.2175	0.1765	0.2022	42.5651	100.3049	-13159.	6978.	16.	BLA2013_01G(B)_ol1	182.45	 3	09/11/2013 19:26:26	
4 / 1 . 	28.4098	19.1310	0.0000	8.7943	0.0048	0.0646	0.0653	0.2528	0.1340	0.2432	43.3152	100.4149	-11003.	7073.	-7.	BLA2013_01G(B)_ol2	2273.56	 4	09/11/2013 19:34:54	
5 / 1 . 	28.5839	19.1732	0.0027	8.8250	0.0063	0.0588	0.0585	0.2573	0.1434	0.2478	43.4895	100.8464	-11003.	7181.	-7.	BLA2013_01G(B)_ol2	2273.99	 5	09/11/2013 19:43:20	
6 / 1 . 	28.4941	19.1600	0.0042	8.9177	0.0000	0.0608	0.0638	0.2676	0.1300	0.2429	43.4416	100.7825	-10913.	7294.	-7.	BLA2013_01G(B)_ol2	2369.66	 6	09/11/2013 19:51:46	
7 / 1 . 	27.7886	19.0322	0.0089	9.9517	0.0017	0.0352	0.0290	0.2195	0.1571	0.1765	43.0652	100.4655	-8768.	7294.	-32.	BLA2013_01G(B)_ol3	4511.69	 7	09/11/2013 20:00:15	
8 / 1 . 	27.8038	18.9831	0.0014	9.9765	0.0000	0.0460	0.0309	0.2259	0.1649	0.1575	43.0142	100.4041	-8768.	7489.	-29.	BLA2013_01G(B)_ol3	4523.46	 8	09/11/2013 20:08:44	
9 / 1 . 	27.8125	18.9682	0.0082	10.2479	0.0049	0.0110	0.0331	0.2153	0.1454	0.1582	43.0766	100.6813	-8991.	7489.	-27.	BLA2013_01G(B)_ol3	4301.25	 9	09/11/2013 20:17:10	
10 / 1 . 	28.3882	19.1108	0.0000	9.1994	0.0048	0.0754	0.0377	0.2204	0.1153	0.2398	43.3550	100.7469	-5368.	4746.	-81.	BLA2013_01G(B)_ol4	8256.65	 10	09/11/2013 20:25:38	
11 / 1 . 	28.3009	19.1246	0.0000	9.1513	0.0021	0.0470	0.0452	0.2237	0.1305	0.2546	43.3009	100.5808	-5368.	4822.	-82.	BLA2013_01G(B)_ol4	8235.15	 11	09/11/2013 20:34:04	
12 / 1 . 	28.2205	19.0026	0.0057	9.3613	0.0000	0.0898	0.0448	0.2358	0.1303	0.2409	43.1947	100.5264	-5627.	4804.	-77.	BLA2013_01G(B)_ol4	7991.9	 12	09/11/2013 20:42:39	
13 / 1 . 	27.4194	18.9765	0.0046	10.3399	0.0000	0.0028	0.0455	0.2162	0.1586	0.2054	42.8679	100.2369	-8341.	4428.	-49.	BLA2013_01G(B)_ol5	5620.9	 13	09/11/2013 20:51:06	
14 / 1 . 	27.4595	18.9487	0.0049	10.4041	0.0065	0.0423	0.0357	0.2270	0.1563	0.1859	42.8956	100.3664	-8170.	4395.	-51.	BLA2013_01G(B)_ol5	5787.09	 14	09/11/2013 20:59:33	
15 / 1 . 	27.4971	18.9987	0.0063	10.0268	0.0079	0.0487	0.0333	0.2211	0.1426	0.2049	42.8716	100.0588	-8188.	4577.	-50.	BLA2013_01G(B)_ol5	5687.6	 15	09/11/2013 21:08:00	
16 / 1 . 	28.4097	19.0442	0.0063	9.1818	0.0000	0.0488	0.0433	0.2154	0.1317	0.2563	43.2910	100.6285	-10850.	3784.	-24.	BLA2013_01G(B)_ol6	4123.43	 16	09/11/2013 21:16:28	
17 / 1 . 	28.2381	19.1765	0.0000	9.3877	0.0000	0.0806	0.0387	0.2222	0.1244	0.2493	43.3865	100.9039	-10610.	3784.	-28.	BLA2013_01G(B)_ol6	4269.08	 17	09/11/2013 21:24:56	
